waterTemperature;outsideTemperature;date
15.5;52.08;06/12/2017
15.5;51.11;07/12/2017
15.5;51.03;08/12/2017
15.5;51.05;09/12/2017
15.5;50.87;10/12/2017
15.5;50.76;11/12/2017
15.5;51.1;12/12/2017
15.5;51.27;13/12/2017
15.5;51.44;14/12/2017
15.5;51.7;15/12/2017
15.5;52.48;16/12/2017
15.5;53.77;17/12/2017
15.5;55.29;18/12/2017
15.5;56.87;19/12/2017
15.5;58.01;20/12/2017
15.5;59.0;21/12/2017
15.5;58.92;22/12/2017
15.5;58.15;23/12/2017
15.5;57.15;24/12/2017
15.5;55.66;25/12/2017
15.5;54.36;26/12/2017
15.5;53.39;27/12/2017
15.5;52.62;28/12/2017
15.5;51.84;29/12/2017
15.5;50.95;30/12/2017
15.5;50.44;31/12/2017
14.3;50.37;01/01/2018
14.3;50.08;02/01/2018
14.3;46.35;03/01/2018
14.3;46.12;04/01/2018
14.3;46.2;05/01/2018
14.3;46.23;06/01/2018
14.3;46.43;07/01/2018
14.3;50.03;08/01/2018
14.3;50.26;09/01/2018
14.3;51.11;10/01/2018
14.3;51.87;11/01/2018
14.3;52.6;12/01/2018
14.3;53.8;13/01/2018
14.3;54.01;14/01/2018
14.3;54.28;15/01/2018
14.3;54.61;16/01/2018
14.3;54.24;17/01/2018
14.3;54.3;18/01/2018
14.3;53.65;19/01/2018
14.3;53.08;20/01/2018
14.3;52.52;21/01/2018
14.3;52.33;22/01/2018
14.3;52.21;23/01/2018
14.3;52.07;24/01/2018
14.3;51.81;25/01/2018
14.3;51.73;26/01/2018
14.3;51.95;27/01/2018
14.3;51.75;28/01/2018
14.3;51.56;29/01/2018
14.3;51.5;30/01/2018
14.3;51.39;31/01/2018
13.8;51.4;01/02/2018
13.8;51.83;02/02/2018
13.8;52.67;03/02/2018
13.8;53.45;04/02/2018
13.8;54.31;05/02/2018
13.8;55.43;06/02/2018
13.8;56.06;07/02/2018
13.8;56.77;08/02/2018
13.8;56.93;09/02/2018
13.8;57.18;10/02/2018
13.8;57.35;11/02/2018
13.8;57.02;12/02/2018
13.8;56.51;13/02/2018
13.8;56.28;14/02/2018
13.8;56.02;15/02/2018
13.8;55.82;16/02/2018
13.8;55.79;17/02/2018
13.8;55.56;18/02/2018
13.8;55.59;19/02/2018
13.8;55.53;20/02/2018
13.8;55.86;21/02/2018
13.8;55.9;22/02/2018
13.8;55.66;23/02/2018
13.8;55.34;24/02/2018
13.8;55.43;25/02/2018
13.8;56.18;26/02/2018
13.8;58.68;27/02/2018
13.8;61.49;28/02/2018
13.8;64.84;01/03/2018
13.8;67.61;02/03/2018
13.8;69.25;03/03/2018
13.8;69.87;04/03/2018
13.8;69.35;05/03/2018
13.8;68.64;06/03/2018
13.8;67.3;07/03/2018
13.8;64.28;08/03/2018
13.8;62.01;09/03/2018
13.8;60.64;10/03/2018
13.8;59.77;11/03/2018
13.8;59.49;12/03/2018
13.8;59.04;13/03/2018
13.8;58.32;14/03/2018
13.8;57.88;15/03/2018
13.8;57.42;16/03/2018
13.8;57.2;17/03/2018
13.8;57.1;18/03/2018
13.8;56.93;19/03/2018
13.8;56.26;20/03/2018
13.8;56.06;21/03/2018
13.8;56.02;22/03/2018
13.8;56.92;23/03/2018
13.8;57.98;24/03/2018
13.8;58.53;25/03/2018
13.8;59.52;26/03/2018
13.8;60.53;27/03/2018
13.8;62.0;28/03/2018
13.8;62.31;29/03/2018
13.8;62.09;30/03/2018
13.8;61.45;31/03/2018
15.2;59.34;01/04/2018
15.2;55.77;02/04/2018
15.2;54.65;03/04/2018
15.2;52.02;04/04/2018
15.2;49.95;05/04/2018
15.2;47.06;06/04/2018
15.2;44.11;07/04/2018
15.2;45.21;08/04/2018
15.2;41.66;09/04/2018
15.2;41.32;10/04/2018
15.2;42.58;11/04/2018
15.2;41.89;12/04/2018
15.2;38.09;13/04/2018
15.2;40.57;14/04/2018
15.2;41.89;15/04/2018
15.2;45.07;16/04/2018
15.2;53.29;17/04/2018
15.2;57.57;18/04/2018
15.2;60.89;19/04/2018
15.2;64.11;20/04/2018
15.2;65.97;21/04/2018
15.2;67.1;22/04/2018
15.2;67.42;23/04/2018
15.2;66.46;24/04/2018
15.2;62.91;25/04/2018
15.2;54.59;26/04/2018
15.2;50.66;27/04/2018
15.2;48.38;28/04/2018
15.2;47.14;29/04/2018
15.2;45.4;30/04/2018
16.5;44.2;01/05/2018
16.5;42.89;02/05/2018
16.5;42.8;03/05/2018
16.5;42.55;04/05/2018
16.5;41.04;05/05/2018
16.5;40.07;06/05/2018
16.5;38.43;07/05/2018
16.5;39.05;08/05/2018
16.5;41.33;09/05/2018
16.5;47.29;10/05/2018
16.5;52.24;11/05/2018
16.5;57.74;12/05/2018
16.5;63.36;13/05/2018
16.5;67.87;14/05/2018
16.5;69.92;15/05/2018
16.5;71.62;16/05/2018
16.5;72.02;17/05/2018
16.5;71.67;18/05/2018
16.5;65.86;19/05/2018
16.5;57.91;20/05/2018
16.5;53.81;21/05/2018
16.5;51.74;22/05/2018
16.5;49.58;23/05/2018
16.5;45.25;24/05/2018
16.5;47.26;25/05/2018
16.5;46.08;26/05/2018
16.5;45.39;27/05/2018
16.5;44.76;28/05/2018
16.5;44.35;29/05/2018
16.5;41.74;30/05/2018
16.5;41.26;31/05/2018
17.3;42.21;01/06/2018
17.3;45.2;02/06/2018
17.3;50.41;03/06/2018
17.3;55.98;04/06/2018
17.3;62.47;05/06/2018
17.3;67.37;06/06/2018
17.3;71.0;07/06/2018
17.3;72.99;08/06/2018
17.3;74.1;09/06/2018
17.3;74.25;10/06/2018
17.3;73.19;11/06/2018
17.3;68.07;12/06/2018
17.3;59.99;13/06/2018
17.3;57.34;14/06/2018
17.3;55.08;15/06/2018
17.3;53.64;16/06/2018
17.3;51.79;17/06/2018
17.3;50.4;18/06/2018
17.3;48.25;19/06/2018
17.3;47.47;20/06/2018
17.3;45.9;21/06/2018
17.3;45.1;22/06/2018
17.3;44.48;23/06/2018
17.3;44.21;24/06/2018
17.3;44.37;25/06/2018
17.3;47.31;26/06/2018
17.3;50.57;27/06/2018
17.3;53.96;28/06/2018
17.3;58.18;29/06/2018
17.3;62.82;30/06/2018
17.2;65.15;01/07/2018
17.2;65.74;02/07/2018
17.2;66.01;03/07/2018
17.2;66.02;04/07/2018
17.2;65.5;05/07/2018
17.2;64.38;06/07/2018
17.2;62.63;07/07/2018
17.2;61.88;08/07/2018
17.2;61.7;09/07/2018
17.2;61.08;10/07/2018
17.2;60.39;11/07/2018
17.2;60.63;12/07/2018
17.2;60.79;13/07/2018
17.2;60.03;14/07/2018
17.2;59.01;15/07/2018
17.2;58.3;16/07/2018
17.2;57.54;17/07/2018
17.2;56.78;18/07/2018
17.2;55.98;19/07/2018
17.2;55.45;20/07/2018
17.2;54.27;21/07/2018
17.2;53.48;22/07/2018
17.2;52.73;23/07/2018
17.2;52.41;24/07/2018
17.2;52.2;25/07/2018
17.2;52.52;26/07/2018
17.2;52.35;27/07/2018
17.2;52.62;28/07/2018
17.2;52.57;29/07/2018
17.2;52.1;30/07/2018
17.2;51.41;31/07/2018
17.6;50.43;01/08/2018
17.6;44.68;02/08/2018
17.6;43.76;03/08/2018
17.6;42.19;04/08/2018
17.6;41.11;05/08/2018
17.6;40.18;06/08/2018
17.6;39.52;07/08/2018
17.6;39.84;08/08/2018
17.6;39.11;09/08/2018
17.6;38.77;10/08/2018
17.6;38.11;11/08/2018
17.6;37.34;12/08/2018
17.6;38.13;13/08/2018
17.6;39.47;14/08/2018
17.6;41.72;15/08/2018
17.6;50.21;16/08/2018
17.6;52.68;17/08/2018
17.6;54.71;18/08/2018
17.6;55.92;19/08/2018
17.6;56.43;20/08/2018
17.6;56.71;21/08/2018
17.6;55.65;22/08/2018
17.6;52.61;23/08/2018
17.6;45.25;24/08/2018
17.6;41.33;25/08/2018
17.6;38.49;26/08/2018
17.6;36.02;27/08/2018
17.6;35.45;28/08/2018
17.6;34.61;29/08/2018
17.6;35.92;30/08/2018
17.6;32.47;31/08/2018
18.1;29.19;01/09/2018
18.1;29.2;02/09/2018
18.1;29.22;03/09/2018
18.1;28.32;04/09/2018
18.1;31.11;05/09/2018
18.1;34.34;06/09/2018
18.1;39.33;07/09/2018
18.1;44.51;08/09/2018
18.1;52.55;09/09/2018
18.1;56.59;10/09/2018
18.1;59.37;11/09/2018
18.1;61.81;12/09/2018
18.1;63.01;13/09/2018
18.1;63.69;14/09/2018
18.1;62.79;15/09/2018
18.1;58.1;16/09/2018
18.1;50.88;17/09/2018
18.1;47.44;18/09/2018
18.1;45.31;19/09/2018
18.1;39.35;20/09/2018
18.1;41.78;21/09/2018
18.1;41.84;22/09/2018
18.1;41.35;23/09/2018
18.1;41.52;24/09/2018
18.1;41.39;25/09/2018
18.1;41.19;26/09/2018
18.1;40.42;27/09/2018
18.1;40.01;28/09/2018
18.1;39.64;29/09/2018
18.1;41.65;30/09/2018
17.7;47.49;01/10/2018
17.7;52.83;02/10/2018
17.7;58.04;03/10/2018
17.7;61.46;04/10/2018
17.7;63.71;05/10/2018
17.7;64.87;06/10/2018
17.7;66.07;07/10/2018
17.7;65.95;08/10/2018
17.7;64.91;09/10/2018
17.7;61.03;10/10/2018
17.7;55.88;11/10/2018
17.7;53.26;12/10/2018
17.7;51.2;13/10/2018
17.7;47.47;14/10/2018
17.7;47.06;15/10/2018
17.7;46.55;16/10/2018
17.7;46.13;17/10/2018
17.7;47.31;18/10/2018
17.7;48.87;19/10/2018
17.7;49.82;20/10/2018
17.7;50.09;21/10/2018
17.7;50.47;22/10/2018
17.7;50.69;23/10/2018
17.7;52.39;24/10/2018
17.7;56.05;25/10/2018
17.7;59.08;26/10/2018
17.7;62.28;27/10/2018
17.7;65.14;28/10/2018
17.7;66.71;29/10/2018
17.7;65.84;30/10/2018
17.7;64.7;31/10/2018
17.0;62.96;01/11/2018
17.0;61.41;02/11/2018
17.0;60.46;03/11/2018
17.0;59.1;04/11/2018
17.0;56.96;05/11/2018
17.0;55.15;06/11/2018
17.0;53.55;07/11/2018
17.0;50.84;08/11/2018
17.0;46.67;09/11/2018
17.0;45.03;10/11/2018
17.0;42.96;11/11/2018
17.0;41.23;12/11/2018
17.0;39.79;13/11/2018
17.0;38.15;14/11/2018
17.0;37.23;15/11/2018
17.0;35.14;16/11/2018
17.0;36.11;17/11/2018
17.0;40.35;18/11/2018
17.0;42.55;19/11/2018
17.0;50.04;20/11/2018
17.0;52.57;21/11/2018
17.0;54.63;22/11/2018
17.0;56.44;23/11/2018
17.0;57.68;24/11/2018
17.0;57.98;25/11/2018
17.0;57.01;26/11/2018
17.0;52.76;27/11/2018
17.0;45.18;28/11/2018
17.0;41.38;29/11/2018
17.0;38.9;30/11/2018
15.5;37.94;01/12/2018
15.5;36.16;02/12/2018
15.5;34.38;03/12/2018
15.5;28.46;04/12/2018
15.5;32.37;05/12/2018
15.5;31.63;06/12/2018
15.5;27.51;07/12/2018
15.5;26.63;08/12/2018
15.5;25.93;09/12/2018
15.5;24.92;10/12/2018
15.5;28.05;11/12/2018
15.5;38.23;12/12/2018
15.5;42.46;13/12/2018
15.5;49.73;14/12/2018
15.5;53.46;15/12/2018
15.5;56.29;16/12/2018
15.5;58.44;17/12/2018
15.5;59.43;18/12/2018
15.5;60.02;19/12/2018
15.5;59.33;20/12/2018
15.5;55.44;21/12/2018
15.5;48.06;22/12/2018
15.5;44.05;23/12/2018
15.5;41.98;24/12/2018
15.5;41.04;25/12/2018
15.5;37.21;26/12/2018
15.5;36.85;27/12/2018
15.5;38.34;28/12/2018
15.5;38.24;29/12/2018
15.5;33.93;30/12/2018
15.5;37.85;31/12/2018
14.3;34.71;01/01/2019
14.3;36.44;02/01/2019
14.3;35.11;03/01/2019
14.3;37.0;04/01/2019
14.3;44.9;05/01/2019
14.3;53.23;06/01/2019
14.3;58.39;07/01/2019
14.3;62.57;08/01/2019
14.3;64.58;09/01/2019
14.3;66.13;10/01/2019
14.3;67.38;11/01/2019
14.3;67.64;12/01/2019
14.3;66.78;13/01/2019
14.3;64.32;14/01/2019
14.3;62.21;15/01/2019
14.3;61.12;16/01/2019
14.3;60.39;17/01/2019
14.3;59.76;18/01/2019
14.3;59.45;19/01/2019
14.3;59.66;20/01/2019
14.3;58.92;21/01/2019
14.3;58.72;22/01/2019
14.3;58.63;23/01/2019
14.3;57.35;24/01/2019
14.3;55.79;25/01/2019
14.3;54.76;26/01/2019
14.3;53.92;27/01/2019
14.3;55.28;28/01/2019
14.3;60.32;29/01/2019
14.3;65.57;30/01/2019
14.3;69.56;31/01/2019
13.8;71.94;01/02/2019
13.8;73.03;02/02/2019
13.8;73.32;03/02/2019
13.8;73.0;04/02/2019
13.8;72.18;05/02/2019
13.8;70.79;06/02/2019
13.8;68.47;07/02/2019
13.8;66.99;08/02/2019
13.8;64.94;09/02/2019
13.8;62.23;10/02/2019
13.8;60.13;11/02/2019
13.8;58.96;12/02/2019
13.8;59.24;13/02/2019
13.8;59.57;14/02/2019
13.8;59.69;15/02/2019
13.8;59.47;16/02/2019
13.8;59.23;17/02/2019
13.8;58.09;18/02/2019
13.8;56.73;19/02/2019
13.8;55.65;20/02/2019
13.8;56.37;21/02/2019
13.8;58.11;22/02/2019
13.8;60.17;23/02/2019
13.8;63.61;24/02/2019
13.8;66.89;25/02/2019
13.8;70.01;26/02/2019
13.8;72.76;27/02/2019
13.8;74.26;28/02/2019
13.8;74.44;01/03/2019
13.8;74.17;02/03/2019
13.8;71.51;03/03/2019
13.8;69.13;04/03/2019
13.8;67.74;05/03/2019
13.8;66.75;06/03/2019
13.8;67.71;07/03/2019
13.8;67.21;08/03/2019
13.8;66.66;09/03/2019
13.8;66.07;10/03/2019
13.8;65.96;11/03/2019
13.8;65.33;12/03/2019
13.8;64.56;13/03/2019
13.8;64.68;14/03/2019
13.8;64.95;15/03/2019
13.8;63.83;16/03/2019
13.8;64.8;17/03/2019
13.8;67.87;18/03/2019
13.8;70.75;19/03/2019
13.8;72.74;20/03/2019
13.8;74.18;21/03/2019
13.8;74.79;22/03/2019
13.8;75.37;23/03/2019
13.8;75.38;24/03/2019
13.8;74.51;25/03/2019
13.8;72.71;26/03/2019
13.8;68.41;27/03/2019
13.8;62.62;28/03/2019
13.8;57.79;29/03/2019
13.8;55.05;30/03/2019
13.8;52.72;31/03/2019
15.2;51.34;01/04/2019
15.2;50.14;02/04/2019
15.2;48.16;03/04/2019
15.2;47.52;04/04/2019
15.2;46.77;05/04/2019
15.2;44.75;06/04/2019
15.2;44.52;07/04/2019
15.2;41.91;08/04/2019
15.2;42.55;09/04/2019
15.2;44.15;10/04/2019
15.2;51.66;11/04/2019
15.2;57.73;12/04/2019
15.2;61.37;13/04/2019
15.2;63.68;14/04/2019
15.2;64.69;15/04/2019
15.2;64.61;16/04/2019
15.2;64.16;17/04/2019
15.2;63.56;18/04/2019
15.2;62.6;19/04/2019
15.2;60.79;20/04/2019
15.2;59.84;21/04/2019
15.2;59.03;22/04/2019
15.2;58.29;23/04/2019
15.2;57.7;24/04/2019
15.2;57.44;25/04/2019
15.2;56.42;26/04/2019
15.2;56.26;27/04/2019
15.2;56.21;28/04/2019
15.2;56.24;29/04/2019
15.2;56.2;30/04/2019
16.5;56.1;01/05/2019
16.5;56.56;02/05/2019
16.5;57.07;03/05/2019
16.5;57.8;04/05/2019
16.5;59.19;05/05/2019
16.5;61.0;06/05/2019
16.5;63.95;07/05/2019
16.5;67.18;08/05/2019
16.5;69.58;09/05/2019
16.5;70.36;10/05/2019
16.5;68.77;11/05/2019
16.5;68.77;12/05/2019
16.5;67.99;13/05/2019
16.5;67.1;14/05/2019
16.5;65.68;15/05/2019
16.5;65.22;16/05/2019
16.5;64.98;17/05/2019
16.5;64.22;18/05/2019
16.5;63.0;19/05/2019
16.5;62.14;20/05/2019
16.5;61.84;21/05/2019
16.5;61.33;22/05/2019
16.5;60.42;23/05/2019
16.5;58.3;24/05/2019
16.5;57.61;25/05/2019
16.5;56.36;26/05/2019
16.5;54.8;27/05/2019
16.5;53.44;28/05/2019
16.5;52.26;29/05/2019
16.5;51.79;30/05/2019
16.5;51.16;31/05/2019
17.3;50.09;01/06/2019
17.3;44.94;02/06/2019
17.3;43.51;03/06/2019
17.3;40.14;04/06/2019
17.3;38.63;05/06/2019
17.3;36.95;06/06/2019
17.3;34.35;07/06/2019
17.3;33.99;08/06/2019
17.3;33.98;09/06/2019
17.3;33.99;10/06/2019
17.3;34.07;11/06/2019
17.3;33.84;12/06/2019
17.3;34.24;13/06/2019
17.3;34.41;14/06/2019
17.3;35.06;15/06/2019
17.3;35.78;16/06/2019
17.3;35.9;17/06/2019
17.3;35.9;18/06/2019
17.3;35.42;19/06/2019
17.3;36.24;20/06/2019
17.3;36.41;21/06/2019
17.3;38.79;22/06/2019
17.3;40.88;23/06/2019
17.3;43.11;24/06/2019
17.3;51.91;25/06/2019
17.3;53.98;26/06/2019
17.3;55.48;27/06/2019
17.3;56.64;28/06/2019
17.3;56.8;29/06/2019
17.3;55.53;30/06/2019
17.2;53.55;01/07/2019
17.2;52.14;02/07/2019
17.2;51.43;03/07/2019
17.2;50.93;04/07/2019
17.2;50.34;05/07/2019
17.2;46.27;06/07/2019
17.2;44.53;07/07/2019
17.2;43.76;08/07/2019
17.2;44.65;09/07/2019
17.2;44.28;10/07/2019
17.2;44.44;11/07/2019
17.2;45.44;12/07/2019
17.2;43.77;13/07/2019
17.2;41.36;14/07/2019
17.2;41.77;15/07/2019
17.2;46.65;16/07/2019
17.2;51.77;17/07/2019
17.2;53.48;18/07/2019
17.2;55.01;19/07/2019
17.2;55.21;20/07/2019
17.2;55.1;21/07/2019
17.2;54.45;22/07/2019
17.2;53.26;23/07/2019
17.2;51.16;24/07/2019
17.2;43.32;25/07/2019
17.2;41.5;26/07/2019
17.2;40.19;27/07/2019
17.2;39.2;28/07/2019
17.2;38.96;29/07/2019
17.2;36.96;30/07/2019
17.2;35.94;31/07/2019
17.6;35.68;01/08/2019
17.6;35.11;02/08/2019
17.6;33.1;03/08/2019
17.6;31.43;04/08/2019
17.6;31.16;05/08/2019
17.6;31.81;06/08/2019
17.6;30.51;07/08/2019
17.6;30.86;08/08/2019
17.6;34.99;09/08/2019
17.6;35.72;10/08/2019
17.6;37.82;11/08/2019
17.6;38.03;12/08/2019
17.6;39.72;13/08/2019
17.6;40.08;14/08/2019
17.6;38.88;15/08/2019
17.6;38.32;16/08/2019
17.6;37.77;17/08/2019
17.6;36.41;18/08/2019
17.6;35.67;19/08/2019
17.6;34.51;20/08/2019
17.6;33.8;21/08/2019
17.6;31.62;22/08/2019
17.6;29.29;23/08/2019
17.6;27.42;24/08/2019
17.6;26.26;25/08/2019
17.6;26.2;26/08/2019
17.6;24.76;27/08/2019
17.6;25.72;28/08/2019
17.6;26.35;29/08/2019
17.6;25.55;30/08/2019
17.6;26.32;31/08/2019
18.1;26.05;01/09/2019
18.1;31.05;02/09/2019
18.1;33.07;03/09/2019
18.1;35.21;04/09/2019
18.1;35.9;05/09/2019
18.1;37.49;06/09/2019
18.1;38.0;07/09/2019
18.1;38.01;08/09/2019
18.1;38.1;09/09/2019
18.1;36.42;10/09/2019
18.1;34.69;11/09/2019
18.1;32.82;12/09/2019
18.1;29.63;13/09/2019
18.1;27.14;14/09/2019
18.1;25.61;15/09/2019
18.1;26.04;16/09/2019
18.1;28.42;17/09/2019
18.1;22.57;18/09/2019
18.1;23.44;19/09/2019
18.1;23.05;20/09/2019
18.1;22.26;21/09/2019
18.1;21.17;22/09/2019
18.1;22.11;23/09/2019
18.1;24.42;24/09/2019
18.1;29.71;25/09/2019
18.1;32.01;26/09/2019
18.1;30.44;27/09/2019
18.1;33.77;28/09/2019
18.1;36.94;29/09/2019
18.1;37.18;30/09/2019
17.7;36.09;01/10/2019
17.7;35.36;02/10/2019
17.7;32.51;03/10/2019
17.7;31.58;04/10/2019
17.7;30.58;05/10/2019
17.7;32.19;06/10/2019
17.7;33.02;07/10/2019
17.7;32.27;08/10/2019
17.7;34.15;09/10/2019
17.7;33.29;10/10/2019
17.7;35.76;11/10/2019
17.7;36.56;12/10/2019
17.7;37.52;13/10/2019
17.7;36.93;14/10/2019
17.7;36.66;15/10/2019
17.7;37.61;16/10/2019
17.7;37.82;17/10/2019
17.7;37.27;18/10/2019
17.7;36.39;19/10/2019
17.7;35.67;20/10/2019
17.7;35.74;21/10/2019
17.7;36.08;22/10/2019
17.7;35.97;23/10/2019
17.7;36.04;24/10/2019
17.7;36.46;25/10/2019
17.7;37.3;26/10/2019
17.7;37.13;27/10/2019
17.7;37.71;28/10/2019
17.7;37.64;29/10/2019
17.7;37.79;30/10/2019
17.7;37.81;31/10/2019
17.0;37.53;01/11/2019
17.0;37.45;02/11/2019
17.0;36.84;03/11/2019
17.0;36.39;04/11/2019
17.0;34.9;05/11/2019
17.0;34.15;06/11/2019
17.0;33.23;07/11/2019
17.0;34.54;08/11/2019
17.0;34.22;09/11/2019
17.0;34.79;10/11/2019
17.0;37.03;11/11/2019
17.0;37.61;12/11/2019
17.0;35.38;13/11/2019
17.0;36.84;14/11/2019
17.0;38.38;15/11/2019
17.0;41.94;16/11/2019
17.0;45.26;17/11/2019
17.0;51.26;18/11/2019
17.0;52.19;19/11/2019
17.0;53.49;20/11/2019
17.0;52.87;21/11/2019
17.0;52.01;22/11/2019
17.0;51.83;23/11/2019
17.0;51.72;24/11/2019
17.0;51.91;25/11/2019
17.0;51.44;26/11/2019
17.0;50.6;27/11/2019
17.0;48.65;28/11/2019
17.0;46.92;29/11/2019
17.0;49.32;30/11/2019
15.5;50.64;01/12/2019
15.5;50.91;02/12/2019
15.5;47.49;03/12/2019
15.5;45.71;04/12/2019
15.5;45.52;05/12/2019
15.5;45.09;06/12/2019
15.5;52.01;07/12/2019
15.5;56.04;08/12/2019
15.5;58.34;09/12/2019
15.5;59.74;10/12/2019
15.5;60.72;11/12/2019
15.5;61.77;12/12/2019
15.5;61.04;13/12/2019
15.5;57.71;14/12/2019
15.5;54.95;15/12/2019
15.5;52.67;16/12/2019
15.5;51.11;17/12/2019
15.5;50.17;18/12/2019
15.5;47.76;19/12/2019
15.5;45.97;20/12/2019
15.5;42.95;21/12/2019
15.5;41.14;22/12/2019
15.5;39.58;23/12/2019
15.5;38.04;24/12/2019
15.5;37.02;25/12/2019
15.5;35.8;26/12/2019
15.5;35.4;27/12/2019
15.5;34.16;28/12/2019
15.5;33.54;29/12/2019
15.5;31.82;30/12/2019
15.5;35.21;31/12/2019
14.3;37.16;01/01/2020
14.3;39.16;02/01/2020
14.3;41.47;03/01/2020
14.3;43.02;04/01/2020
14.3;44.09;05/01/2020
14.3;45.16;06/01/2020
14.3;45.56;07/01/2020
14.3;43.72;08/01/2020
14.3;40.03;09/01/2020
14.3;36.32;10/01/2020
14.3;36.16;11/01/2020
14.3;31.11;12/01/2020
14.3;29.38;13/01/2020
14.3;26.99;14/01/2020
14.3;29.95;15/01/2020
14.3;22.69;16/01/2020
14.3;23.68;17/01/2020
14.3;22.73;18/01/2020
14.3;22.07;19/01/2020
14.3;22.99;20/01/2020
14.3;22.4;21/01/2020
14.3;25.82;22/01/2020
14.3;26.48;23/01/2020
14.3;31.04;24/01/2020
14.3;33.99;25/01/2020
14.3;38.75;26/01/2020
14.3;42.9;27/01/2020
14.3;46.43;28/01/2020
14.3;51.99;29/01/2020
14.3;53.63;30/01/2020
14.3;54.23;31/01/2020
13.8;53.02;01/02/2020
13.8;46.71;02/02/2020
13.8;42.76;03/02/2020
13.8;41.25;04/02/2020
13.8;40.28;05/02/2020
13.8;40.15;06/02/2020
13.8;39.73;07/02/2020
13.8;41.23;08/02/2020
13.8;41.43;09/02/2020
13.8;44.02;10/02/2020
13.8;46.15;11/02/2020
13.8;46.0;12/02/2020
13.8;45.38;13/02/2020
13.8;41.85;14/02/2020
13.8;41.31;15/02/2020
13.8;41.2;16/02/2020
13.8;47.0;17/02/2020
13.8;54.1;18/02/2020
13.8;57.31;19/02/2020
13.8;60.64;20/02/2020
13.8;63.22;21/02/2020
13.8;64.17;22/02/2020
13.8;65.68;23/02/2020
13.8;66.68;24/02/2020
13.8;65.41;25/02/2020
13.8;61.09;26/02/2020
13.8;56.86;27/02/2020
13.8;54.58;28/02/2020
13.8;52.92;29/02/2020
13.8;51.9;01/03/2020
13.8;51.0;02/03/2020
13.8;51.25;03/03/2020
13.8;50.94;04/03/2020
13.8;51.13;05/03/2020
13.8;51.51;06/03/2020
13.8;51.28;07/03/2020
13.8;50.78;08/03/2020
13.8;50.33;09/03/2020
13.8;49.68;10/03/2020
13.8;50.42;11/03/2020
13.8;52.26;12/03/2020
13.8;53.5;13/03/2020
13.8;56.37;14/03/2020
13.8;58.02;15/03/2020
13.8;58.33;16/03/2020
13.8;60.17;17/03/2020
13.8;60.36;18/03/2020
13.8;60.51;19/03/2020
13.8;58.68;20/03/2020
13.8;56.41;21/03/2020
13.8;55.38;22/03/2020
13.8;54.0;23/03/2020
13.8;52.39;24/03/2020
13.8;50.93;25/03/2020
13.8;50.1;26/03/2020
13.8;47.46;27/03/2020
13.8;47.21;28/03/2020
13.8;44.99;29/03/2020
13.8;44.74;30/03/2020
13.8;44.33;31/03/2020
15.2;43.16;01/04/2020
15.2;43.46;02/04/2020
15.2;43.34;03/04/2020
15.2;42.51;04/04/2020
15.2;44.66;05/04/2020
15.2;45.0;06/04/2020
15.2;50.56;07/04/2020
15.2;51.84;08/04/2020
15.2;53.01;09/04/2020
15.2;54.09;10/04/2020
15.2;53.94;11/04/2020
15.2;53.92;12/04/2020
15.2;52.11;13/04/2020
15.2;45.29;14/04/2020
15.2;40.27;15/04/2020
15.2;36.94;16/04/2020
15.2;35.74;17/04/2020
15.2;32.78;18/04/2020
15.2;31.0;19/04/2020
15.2;28.88;20/04/2020
15.2;29.47;21/04/2020
15.2;26.41;22/04/2020
15.2;26.95;23/04/2020
15.2;23.64;24/04/2020
15.2;29.49;25/04/2020
15.2;30.69;26/04/2020
15.2;27.17;27/04/2020
15.2;33.07;28/04/2020
15.2;35.69;29/04/2020
15.2;36.0;30/04/2020
16.5;40.5;01/05/2020
16.5;44.03;02/05/2020
16.5;47.01;03/05/2020
16.5;51.53;04/05/2020
16.5;53.28;05/05/2020
16.5;53.48;06/05/2020
16.5;52.8;07/05/2020
16.5;48.9;08/05/2020
16.5;45.86;09/05/2020
16.5;42.32;10/05/2020
16.5;39.79;11/05/2020
16.5;39.49;12/05/2020
16.5;39.26;13/05/2020
16.5;39.83;14/05/2020
16.5;39.91;15/05/2020
16.5;40.51;16/05/2020
16.5;43.87;17/05/2020
16.5;43.74;18/05/2020
16.5;42.27;19/05/2020
16.5;38.99;20/05/2020
16.5;37.82;21/05/2020
16.5;38.54;22/05/2020
16.5;39.28;23/05/2020
16.5;40.35;24/05/2020
16.5;40.13;25/05/2020
16.5;41.0;26/05/2020
16.5;40.47;27/05/2020
16.5;41.13;28/05/2020
16.5;41.15;29/05/2020
16.5;41.37;30/05/2020
16.5;40.58;31/05/2020
17.3;39.13;01/06/2020
17.3;38.12;02/06/2020
17.3;37.52;03/06/2020
17.3;36.77;04/06/2020
17.3;35.48;05/06/2020
17.3;33.65;06/06/2020
17.3;32.38;07/06/2020
17.3;31.26;08/06/2020
17.3;28.37;09/06/2020
17.3;27.94;10/06/2020
17.3;25.05;11/06/2020
17.3;25.35;12/06/2020
17.3;22.84;13/06/2020
17.3;23.12;14/06/2020
17.3;21.87;15/06/2020
17.3;27.28;16/06/2020
17.3;33.09;17/06/2020
17.3;36.06;18/06/2020
17.3;41.18;19/06/2020
17.3;42.81;20/06/2020
17.3;45.44;21/06/2020
17.3;46.84;22/06/2020
17.3;47.77;23/06/2020
17.3;47.47;24/06/2020
